id	uid	author	attribution	signature	signature_index	title	part	translator	dedication	type	year	publication	censorship	censor	volume	number	section_content	section_form	first_page	last_page	length	filename_txt	comments
3348	2825	"Чернышевский Н. Г."	"установлено"	"нет"	"нет"	"Детство и отрочество. Сочинение графа Л. Н. Толстого. СПб. 1856. Военные рассказы графа Л. Н. Толстого. СПб. 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Критика"	"Критика"	53	64	12	"нет"	""
3349	2826	"Пыпин А. Н."	"установлено"	"нет"	"нет"	"Народные русские сказки, издал А. Афанасьев. Выпуск II. М. 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	29	38	10	"нет"	""
3350	2827	"Пыпин А. Н."	"установлено"	"нет"	"нет"	"Начертание этимологии церковнославянского языка, составленное Александром Камковым. Казань. 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	38	38	1	"нет"	""
3351	2828	"Пыпин А. Н."	"установлено"	"нет"	"нет"	"Указатель к неофициальной части повременных изданий министерства народного просвещения за 1803–1853 годы. <И. Д. Галанина>. СПб. 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	38	39	2	"нет"	""
3352	2829	"Пыпин А. Н."	"установлено"	"нет"	"нет"	"Памятная книжка Императорского Александровского лицея на 1856–1857 год. СПб. 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	39	42	4	"нет"	""
3353	2830	"Шишкин Т. И."	"установлено"	"нет"	"нет"	"Роды и степени наказаний уголовных и исправительных, определяемых по законам Российской империи. Две пояснительные таблицы, составленные на основании уложения о наказаниях 15 августа 1845 г. и постановлений, после сего уложения изданных. Составил К. Островидов. СПб. 1855"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	42	43	2	"нет"	""
3354	2831	"Чернышевский Н. Г."	"установлено"	"нет"	"нет"	"Александр Сергеевич Пушкин, его жизнь и сочинения <Н. Г. Чернышевского>. С портретом А. С. Пушкина. СПб. 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	43	47	5	"нет"	""
3355	2832	"неизвестный"	"не установлено"	"нет"	"нет"	"Справочный листок Московского Кремля. Составлен А. Гаряйновым. СПб. 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	48	48	1	"нет"	""
3356	2833	"Чернышевский Н. Г."	"установлено"	"нет"	"нет"	"Для легкого чтения.Повести, рассказы, комедии, путешествия и стихотворения современных русских писателей. Т. IV. СПб. 1855"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	48	49	2	"нет"	""
3357	2834	"Чернышевский Н. Г."	"установлено"	"нет"	"нет"	"История России в рассказах для детей. Сочинение Александры Ишимовой. Издание четвертое, исправленное и пополненное. Три части. СПб. 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	49	49	1	"нет"	""
3358	2835	"Чернышевский Н. Г."	"установлено"	"нет"	"нет"	"О золоте и серебре.Сочинение Н. Тарасенко-Отрешкова. Часть первая. СПб. 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	49	50	2	"нет"	""
3359	2836	"Чернышевский Н. Г."	"под вопросом"	"нет"	"нет"	"Повести и рассказы И. С. Тургенева. Три части. 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Библиография"	"Библиография"	50	50	1	"нет"	""
3360	4667	"Осокин С. М."	"установлено"	"С. Осокин"	"С. М. Осокина"	"Народный быт в северо-восточной России. Записки о Малмыжском уезде (в Вятской губернии)"	"3"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Смесь"	"не указано"	179	214	36	"нет"	""
3361	4759	"Маколей Т. Б."	"установлено"	"нет"	"Маколея"	"Рассказы из истории Англии при королях Иакове II и Вильгельме III и королеве Анне. Из Маколея"	"3"	"Веселовский М. П."	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Смесь"	"не указано"	215	239	25	"нет"	"Редакция Н. Г. Чернышевского."
3362	2837	"Панаев И. И."	"установлено"	"нет"	"Нового поэта"	"Петербургская жизнь. Заметки Нового поэта"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Смесь"	"не указано"	240	270	31	"нет"	""
3363	2838	"Сераковский С. И."	"установлено"	"нет"	"нет"	"Заграничные известия"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Смесь"	"не указано"	271	292	22	"нет"	""
3364	2839	"Чернышевский Н. Г."	"установлено"	"нет"	"нет"	"Заметки о журналах. Декабрь 1856"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Смесь"	"не указано"	293	300	8	"нет"	""
3365	2840	"Панаев И. И., Панаева А. Я."	"установлено"	"нет"	"нет"	"Моды"	"нет"	"нет"	"нет"	"проза"	1856	"04.12.1856"	"30.11.1856"	"Бекетов В. Н., Лажечников И. И."	"LX"	"12"	"Смесь"	"не указано"	301	302	2	"нет"	""
3366	2841	"Пушкин А. С."	"установлено"	"А. Пушкин"	"А. С. Пушкина"	"«Когда б не смутное волненье...»"	"нет"	"нет"	"нет"	"стихи"	1857	"11.01.1857"	"31.12.1856"	"Лажечников И. И."	"LXI"	"1"	"Словесность"	"не указано"	5	5	1	"1857_1_1"	""
3367	2842	"Фет А. А."	"установлено"	"А. Фет"	"А. А. Фета"	"«Под небом Франции, среди столицы света...»"	"нет"	"нет"	"нет"	"стихи"	1857	"11.01.1857"	"31.12.1856"	"Лажечников И. И."	"LXI"	"1"	"Словесность"	"не указано"	6	6	1	"1857_1_2"	""
3368	2843	"Фет А. А."	"установлено"	"А. Фет"	"А. А. Фета"	"Золотой век («Я посещал тот край обетованный...»)"	"нет"	"нет"	"нет"	"стихи"	1857	"11.01.1857"	"31.12.1856"	"Лажечников И. И."	"LXI"	"1"	"Словесность"	"не указано"	7	8	2	"1857_1_3"	""
3369	2844	"Толстой А. К."	"установлено"	"нет"	"Графа А. К. Толстого"	"\"Пять стихотворений графа А. К. Толстого (Волны («Колышется море; волна за волной...»). — «Не верь мне, друг, когда в избытке горя...». — (Из Сведенборога) «В стране лучей, незримых нашим взорам…». — «Острою секирой ранена береза...». — «О, не пытайся дух унять тревожный...»)\""	"нет"	"нет"	"нет"	"стихи"	1857	"11.01.1857"	"31.12.1856"	"Лажечников И. И."	"LXI"	"1"	"Словесность"	"не указано"	9	11	3	"1857_1_4"	""
3370	2845	"Фет А. А."	"установлено"	"А. Фет"	"А. А. Фета"	"Горное ущелье («За лесом лес, и за горами горы...»)"	"нет"	"нет"	"нет"	"стихи"	1857	"11.01.1857"	"31.12.1856"	"Лажечников И. И."	"LXI"	"1"	"Словесность"	"не указано"	12	12	1	"1857_1_5"	""
3371	2846	"Толстой Л. Н."	"установлено"	"Граф Л. Н. Толстой"	"Графа Л. Н. Толстого"	"Юность. Первая половина"	"нет"	"нет"	"нет"	"проза"	1857	"11.01.1857"	"31.12.1856"	"Лажечников И. И."	"LXI"	"1"	"Словесность"	"не указано"	13	163	151	"1857_1_6"	""
3372	2847	"Майков А. Н."	"установлено"	"А. Майков"	"А. Н. Майкова"	"Отроку («Солнце из тумана...»)"	"нет"	"нет"	"нет"	"стихи"	1857	"11.01.1857"	"31.12.1856"	"Лажечников И. И."	"LXI"	"1"	"Словесность"	"не указано"	164	164	1	"1857_1_7"	""
3373	2848	"Майков А. Н."	"установлено"	"А. Майков"	"А. Н. Майкова"	"«Под звуки музыки, средь шума и движенья...»"	"нет"	"нет"	"нет"	"стихи"	1857	"11.01.1857"	"31.12.1856"	"Лажечников И. И."	"LXI"	"1"	"Словесность"	"не указано"	165	165	1	"1857_1_8"	""
3374	2849	"Жемчужников А. М."	"установлено"	"А. Жемчужников"	"А. М. Жемчужникова"	"\"Зимние картины (Первый снег («Миновали дождливые дни...»). — Метель («Снова снег игривый увидали мы...»). — Вечер в деревне («На тучах снеговых вечерний луч погас...»). — Деревня в ноябре («Помню я картину; от нее нельзя...»))\""	"нет"	"нет"	"нет"	"стихи"	1857	"11.01.1857"	"31.12.1856"	"Лажечников И. И."	"LXI"	"1"	"Словесность"	"не указано"	166	168	3	"1857_1_9"	""
